Id,Name,ShortDetail,LongDetail,RegularPrice,OfferPrice,Image,URL
38,Áo kiểu H:CONNECT tay lửng xòe caro xanh dương,"<ul><li style=""text-align: justify;"">Chất liệu vải Cotton tạo sự thoáng mát, thoải mái khi mặc</li><li style=""text-align: justify;"">Kiểu dáng áo cổ tròn, tay lửng xòe nhẹ</li><li style=""text-align: justify;"">Họa tiết caro phối hình thêu hoa</li><li style=""text-align: justify;"">Đường may chắc chắn, tỉ mỉ</li><li style=""text-align: justify;"">Xuất xứ: Hàn Quốc</li></ul>","<p style=""text-align: justify;""><b>Áo kiểu H:CONNECT tay lửng xòe caro xanh dương</b> có kiểu dáng cổ tròn, tay lửng xòe nhẹ, phom áo suông và có thêu hình một bên. Áo mang đến phong cách thời trang trẻ trung, nữ tính cho bạn gái. Bên cạnh đó, áo được may từ chất liệu vải chất lượng cao, đường may chắc chắn và tỉ mỉ không chỉ mang đến sự thoải mái và dễ chịu khi mặc mà còn giúp sản phẩm có độ bền cao.</p><p style=""text-align: justify;""><strong>Hướng dẫn bảo quản  </strong></p><ul><li style=""text-align: justify;"">Giặt máy ở chế độ nhẹ, ưu tiên giặt tay, nước không quá 30 độ C</li><li style=""text-align: justify;"">Không tẩy</li><li style=""text-align: justify;"">Sấy khô ở nhiệt độ thấp</li><li style=""text-align: justify;"">Ủi ở nhiệt độ thấp</li><li style=""text-align: justify;"">Không phơi trực tiếp dưới ánh nắng mặt trời</li></ul><p style=""text-align: justify;""><strong>Thông tin thương hiệu</strong></p><p style=""text-align: justify;"">H:CONNECT là nhãn hàng thời trang hướng đến sự hiện đại, dành cho những ai mong muốn thể hiện cá tính riêng của bản thân, có lòng đam mê với thời trang và đặc biệt yêu thích phong cách thời trang Hàn Quốc. H:CONNECT là một nhãn hiệu đương đại toàn cầu với sự kết nối chặt chẽ giữa phong cách thời trang đặc sắc và hiện đại. H:CONNECT hứa hẹn sẽ mang đến những sản phẩm chất lượng cao, theo sát xu hướng thời trang thế giới, phù hợp nhu cầu thiết yếu và bán với mức giá phải chăng. H:CONNECT được các ngôi sao K-Pop hàng đầu ưa chuộng như Girl's Generation, U-EE, BoA, F(X) và Shinee; đồng thời, trở thành điểm đến cho các tín đồ thời trang yêu thích sự thanh lịch, hiện đại.</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/h15/h0b/16281211895838.jpg,https://www.adayroi.com/ao-kieu-h-connect-tay-lung-xoe-caro-xanh-duong-p-1629415?offer=1629415_153106
39,Áo cổ bẻ The One Fashion ADV1763TR1 màu trắng vai pha ren,"<ul><li>Chất liệu vải Polyester pha </li><li>Cổ bẻ phối khuy ngực, tay chờm </li><li>Vai áo pha ren, dáng áo xòe nhẹ </li><li>Xuất xứ: Việt Nam </li><li>Size người mẫu mặc: M. Số đo người mẫu: 79 - 63 - 89 - 174 (cm) </li></ul>","<p>Áo cổ bẻ The One Fashion ADV1763TR1 màu trắng vai pha ren được thiết kế dựa trên chất liệu mềm mại, mang tới vẻ tha thướt nhẹ nhàng cho phái nữ. Kiểu dáng áo hiện đại, với những chi tiết và họa tiết cách điệu, tạo điểm nhấn hài hòa cho tổng thể trang phục.</p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Không nên giặt với nước nóng ở nhiệt độ trên 40 độ C</li><li>Không sử dụng thuốc tẩy hay bột giặt có chất tẩy mạnh</li><li>Tránh ngâm quần áo với xà phòng thời gian quá lâu</li><li>Nên phơi mặt vải trái và tránh ánh nắng trực tiếp</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>The One Fashion là một thương hiệu thời trang công sở dành cho nữ giới mang phong cách nữ tính, thanh lịch. Thời gian qua, với đội ngũ nhân viên dày dạn kinh nghiệm và lòng yêu nghề, The One Fashion đã liên tiếp cho ra đời những bộ sưu tập mới mang đường nét thanh lịch, quyến rũ, làm tôn lên nét đẹp của người phụ nữ hiện đại và tạo ra xu hướng mới trong giới đam mê thời trang. Hiện tại, The One Fashion vẫn không ngững mở rộng hệ thống cửa hàng tại khắp các thành phố lớn trên cả nước và trở thành điểm đến quen thuộc của nhiều phái đẹp.</p>",425000,212500,https://media-ak.static-adayroi.com/762_1100/90/haa/h19/13065279045662.jpg,https://www.adayroi.com/ao-co-be-the-one-fashion-adv1763tr1-mau-trang-vai-pha-ren-p-PRI1089849?offer=PRI1089849_F4H
40,Áo kiểu Mango 21020646 tay lửng màu đỏ,"<ul><li>Thành phần vải: 100% Polyester</li><li>Kiểu dáng cổ tròn, tay lửng thời trang</li><li>Màu đỏ trẻ trung, dễ mix đồ</li><li>Xuất xứ: Việt Nam, Ấn Độ, Cambodia,... (Xuất xứ khác nhau tùy theo từng lô hàng)</li></ul>","<p><strong>Áo kiểu Mango 21020646 tay lửng màu đỏ </strong>sở hữu thiết kế đơn giản với kiểu áo tay lửng, cổ tròn, màu đỏ nổi bật dễ dàng mix với các trang phục, phụ kiện mỗi khi xuống phố, hẹn hò cùng bạn bè. <strong>Mango </strong>cũng khá chú trọng đến chất lượng, sao cho sản phẩm vừa có form chuẩn, vừa cho độ bền cao.</p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C</li><li>Không được tẩy</li><li>Ủi ở nhiệt độ tối đa 110 độ C</li><li>Không được giặt khô</li><li>Không được sấy khô</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/images/h0f/hdf/15277104136222.jpg,https://www.adayroi.com/ao-kieu-mango-21020646-tay-lung-mau-do-hang-chinh-hang-p-244054?offer=244054_SNG
41,Áo kiểu Mango 13083009 cổ chữ V phối bèo chấm bi màu trắng,"<ul><li>Thành phần vải: 100% Viscose</li><li>Kiểu dáng áo cổ chữ V, tay dài thời trang</li><li>Thiết kế phối bèo tạo điểm nhấn ấn tượng</li><li>Họa tiết chấm bi hiện đại</li><li>Gam màu trang nhã dễ dàng phối với nhiều trang phục và phụ kiện</li><li>100% Hàng chính hãng, sản xuất tại nước thứ 3</li></ul>","<p><strong>Áo kiểu Mango 13083009 cổ chữ V phối bèo chấm bi màu trắng </strong>với kiểu dáng áo cổ chữ V, tay dài thời thượng cùng thiết kế phối bèo, họa tiết chấm bi ấn tượng cho phái đẹp dễ dàng phối với nhiều trang phục để có phong cách thời trang nữ tính, trẻ trung và sành điệu. Đặc biệt, <strong>áo kiểu Mango</strong> sử dụng chất liệu cao cấp, thoáng mát, thấm hút mồ hôi tốt mang lại cảm giác thoải mái, tự tin và dễ chịu.</p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C </li><li>Không được tẩy </li><li>Ủi ở nhiệt độ tối đa 110 độ C </li><li>Được giặt khô </li><li>Không được sấy khô </li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/h5a/h6d/13159220641822.jpg,https://www.adayroi.com/ao-kieu-mango-13083009-co-chu-v-phoi-beo-cham-bi-mau-trang-hang-chinh-hang-p-PRI1294863?offer=PRI1294863_SNG
42,Áo kiểu H:CONNECT cổ thuyền bèo xẻ vai tay lỡ màu trắng,"<ul><li style=""text-align: justify;"">Chất liệu vải Cotton mềm mại, bền đẹp</li><li style=""text-align: justify;"">Kiểu dáng cổ thuyền bèo, xẻ vai</li><li style=""text-align: justify;"">Tay lỡ thắt dây, dáng suông nhẹ</li><li style=""text-align: justify;"">Đường may chắc chắn, tỉ mỉ</li><li style=""text-align: justify;"">Xuất xứ: Hàn Quốc</li></ul>","<p style=""text-align: justify;""><strong>Áo kiểu H:CONNECT cổ thuyền bèo xẻ vai tay lỡ màu trắng</strong><strong> </strong>với thiết kế kiểu dáng và gam màu thời trang, mang đến cho bạn nữ sự trẻ trung, sành điệu cũng như dễ dàng phối cùng các trang phục. Bên cạnh đó, áo được may từ chất liệu vải Cotton mềm mại, đường may chắc chắn, tỉ mỉ không chỉ đem lại sự thoải mái và dễ chịu khi mặc mà còn giúp sản phẩm có độ bền cao.</p><p style=""text-align: justify;""><strong>Hướng dẫn bảo quản</strong>  </p><ul><li style=""text-align: justify;"">Giặt máy ở chế độ nhẹ, ưu tiên giặt tay, nước không quá 30 độ C</li><li style=""text-align: justify;"">Không tẩy</li><li style=""text-align: justify;"">Sấy khô ở nhiệt độ thấp</li><li style=""text-align: justify;"">Ủi ở nhiệt độ thấp</li><li style=""text-align: justify;"">Không phơi trực tiếp dưới ánh nắng mặt trời</li></ul><p style=""text-align: justify;""><strong>Thông tin thương hiệu</strong></p><p style=""text-align: justify;"">H:CONNECT là nhãn hàng thời trang hướng đến sự hiện đại, dành cho những ai mong muốn thể hiện cá tính riêng của bản thân, có lòng đam mê với thời trang và đặc biệt yêu thích phong cách thời trang Hàn Quốc. H:CONNECT là một nhãn hiệu đương đại toàn cầu với sự kết nối chặt chẽ giữa phong cách thời trang đặc sắc và hiện đại. H:CONNECT hứa hẹn sẽ mang đến những sản phẩm chất lượng cao, theo sát xu hướng thời trang thế giới, phù hợp nhu cầu thiết yếu và bán với mức giá phải chăng. H:CONNECT được các ngôi sao K-Pop hàng đầu ưa chuộng như Girl's Generation, U-EE, BoA, F(X) và Shinee; đồng thời, trở thành điểm đến cho các tín đồ thời trang yêu thích sự thanh lịch, hiện đại.</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/hd1/h8f/16315144601630.jpg,https://www.adayroi.com/ao-kieu-h-connect-co-thuyen-beo-xe-vai-tay-lo-mau-trang-p-1649736?offer=1649736_153106
43,Áo thun dáng dài H:CONNECT cổ tròn tay dài màu đỏ đô,"<ul><li>Chất liệu vải Cotton mềm mại, bền đẹp</li><li>Kiểu dáng cổ tròn, tay dài</li><li>Vạt ngang, form dài, thiết kế xẻ lai hai bên áo</li><li>Gam màu hiện đại, dễ phối trang phục</li><li>Đường may chắc chắn, tỉ mỉ</li><li>Xuất xứ: Hàn Quốc</li></ul>","<p style=""text-align: justify;""><strong>Áo thun dáng dài H:CONNECT cổ tròn tay dài màu đỏ đô</strong> được thiết kế theo phong cách thời trang Hàn Quốc trẻ trung, hiện đại nhưng cũng không kém phần duyên dáng, nữ tính. Áo sử dụng chất liệu vải Cotton mềm mại, bền đẹp cùng kiểu dáng cổ tròn, tay dài thanh lịch, bạn gái có thể kết hợp cùng nhiều kiểu quần, chân váy để thể hiện gu thẩm mỹ riêng.</p><p style=""text-align: justify;""><strong>Hướng dẫn bảo quản  </strong></p><ul><li style=""text-align: justify;"">Giặt máy ở chế độ nhẹ, ưu tiên giặt tay, nước không quá 30 độ C</li><li style=""text-align: justify;"">Không tẩy</li><li style=""text-align: justify;"">Sấy khô ở nhiệt độ thấp</li><li style=""text-align: justify;"">Ủi ở nhiệt độ thấp</li><li style=""text-align: justify;"">Không phơi trực tiếp dưới ánh nắng mặt trời</li></ul><p style=""text-align: justify;""><strong>Thông tin thương hiệu</strong></p><p style=""text-align: justify;"">H:CONNECT là nhãn hàng thời trang hướng đến sự hiện đại, dành cho những ai mong muốn thể hiện cá tính riêng của bản thân, có lòng đam mê với thời trang và đặc biệt yêu thích phong cách thời trang Hàn Quốc. H:CONNECT là một nhãn hiệu đương đại toàn cầu với sự kết nối chặt chẽ giữa phong cách thời trang đặc sắc và hiện đại. H:CONNECT hứa hẹn sẽ mang đến những sản phẩm chất lượng cao, theo sát xu hướng thời trang thế giới, phù hợp nhu cầu thiết yếu và bán với mức giá phải chăng. H:CONNECT được các ngôi sao K-Pop hàng đầu ưa chuộng như Girl's Generation, U-EE, BoA, f(x) và Shinee, đồng thời, trở thành điềm đến cho các tín đồ thời trang yêu thích sự thanh lịch, hiện đại.</p>",199000,0,https://media-ak.static-adayroi.com/762_1100/90/h9a/h2f/16211033587742.jpg,https://www.adayroi.com/ao-thun-dang-dai-h-connect-co-tron-tay-dai-mau-do-do-p-1189410?offer=1189410_153106
44,Áo thun H:CONNECT kẻ sọc phối dây buộc nơ sau lưng màu trắng đen,"<ul><li style=""text-align: justify;"">Chất liệu vải: Cotton</li><li style=""text-align: justify;"">Kiểu dáng suông, cổ tròn, tay lỡ</li><li style=""text-align: justify;"">Thiết kế kẻ sọc trẻ trung</li><li style=""text-align: justify;"">Phối dây buộc nơ sau lưng</li><li style=""text-align: justify;"">Xuất xứ: Hàn Quốc</li></ul>","<p style=""text-align: justify;""><strong>Áo thun H:CONNECT kẻ sọc phối dây buộc nơ sau lưng màu trắng đen </strong>với kiểu dáng suông, cổ tròn, tay lỡ thời thượng cùng thiết kế kẻ sọc, phối dây buộc nơ sau lưng tinh tế mang đến cho phái đẹp phong cách thời trang nữ tính, trẻ trung và năng động. Áo sử dụng chất liệu vải cao cấp, mềm mại, thấm hút tốt mang lại sự thoải mái tối đa cho người mặc. Ngoài ra, áo có gam màu hiện đại dễ dàng phối với nhiều trang phục và phụ kiện để tạo phong cách, cá tính riêng.</p><p style=""text-align: justify;""><strong>Hướng dẫn bảo quản  </strong></p><ul><li style=""text-align: justify;"">Giặt máy ở chế độ nhẹ, ưu tiên giặt tay, nước không quá 30 độ C</li><li style=""text-align: justify;"">Không tẩy</li><li style=""text-align: justify;"">Sấy khô ở nhiệt độ thấp</li><li style=""text-align: justify;"">Ủi ở nhiệt độ thấp</li><li style=""text-align: justify;"">Không phơi trực tiếp dưới ánh nắng mặt trời</li></ul><p style=""text-align: justify;""><strong>Thông tin thương hiệu</strong></p><p style=""text-align: justify;"">H:CONNECT là nhãn hàng thời trang hướng đến sự hiện đại, dành cho những ai mong muốn thể hiện cá tính riêng của bản thân, có lòng đam mê với thời trang và đặc biệt yêu thích phong cách thời trang Hàn Quốc. H:CONNECT là một nhãn hiệu đương đại toàn cầu với sự kết nối chặt chẽ giữa phong cách thời trang đặc sắc và hiện đại. H:CONNECT hứa hẹn sẽ mang đến những sản phẩm chất lượng cao, theo sát xu hướng thời trang thế giới, phù hợp nhu cầu thiết yếu và bán với mức giá phải chăng. H:CONNECT được các ngôi sao K-Pop hàng đầu ưa chuộng như Girl's Generation, U-EE, BoA, F(X) và Shinee; đồng thời, trở thành điểm đến cho các tín đồ thời trang yêu thích sự thanh lịch, hiện đại.</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/h8f/h65/16314920337438.jpg,https://www.adayroi.com/ao-thun-h-connect-ke-soc-phoi-day-buoc-no-sau-lung-mau-trang-den-p-1652679?offer=1652679_153106
45,Áo kiểu Mango 23005030 cổ tròn tay lỡ xếp eo màu trắng,"<ul><li>Thành phần vải: 100% Cotton</li><li>Thiết kế cổ tròn, tay lỡ</li><li>Dáng áo phối peplum suông rộng</li><li>Chi tiết xếp 1 bên eo tạo điểm nhấn</li><li>Xuất xứ: Việt Nam, Ấn Độ, Cambodia,.. (Xuất xứ khác nhau tùy theo từng lô hàng)</li></ul>","<p><strong>Áo kiểu Mango 23005030 cổ tròn tay lỡ xếp eo màu trắng</strong> với thiết kế kiểu dáng và màu sắc thời trang, mang đến cho bạn nữ sự trẻ trung, nữ tính nhưng cũng không kém phần hiện đại. Bên cạnh đó, áo được may từ chất liệu vải cao cấp, đường may chắc chắn và tỉ mỉ không chỉ đem lại sự thoải mái và dễ chịu khi mặc mà còn giúp sản phẩm có độ bền cao.</p><p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C</li><li>Không được tẩy</li><li>Ủi ở nhiệt độ tối đa 110 độ C</li><li>Không được giặt khô</li><li>Không được sấy khô</li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",249000,0,https://media-ak.static-adayroi.com/762_1100/90/images/h3e/h3b/15366328647710.jpg,https://www.adayroi.com/ao-kieu-mango-23005030-co-tron-tay-lo-xep-eo-mau-trang-p-350164?offer=350164_SNG
46,Áo thun H:CONNECT cổ tròn xẻ không tay màu hồng cam,"<ul><li style=""text-align: justify;"">Chất liệu vải: Cotton</li><li style=""text-align: justify;"">Kiểu dáng suông, không tay đơn giản</li><li style=""text-align: justify;"">Thiết kế cổ tròn xẻ cách điệu</li><li style=""text-align: justify;"">Gam màu hiện đại dễ phối đồ</li><li style=""text-align: justify;"">Xuất xứ: Hàn Quốc</li></ul>","<p style=""text-align: justify;""><strong>Áo thun H:CONNECT cổ tròn xẻ không tay màu hồng cam </strong>với kiểu dáng suông, không tay đơn giản cùng thiết kế cổ tròn xẻ cách điệu mang đến cho phái đẹp phong cách thời trang nữ tính, trẻ trung và năng động. Áo sử dụng chất liệu vải cao cấp, mềm mại, thấm hút tốt mang lại sự thoải mái tối đa cho người mặc. Ngoài ra, áo có gam màu hiện đại dễ dàng phối với nhiều trang phục và phụ kiện để tạo phong cách, cá tính riêng.</p><p style=""text-align: justify;""><strong>Hướng dẫn bảo quản  </strong></p><ul><li style=""text-align: justify;"">Giặt máy ở chế độ nhẹ, ưu tiên giặt tay, nước không quá 30 độ C</li><li style=""text-align: justify;"">Không tẩy</li><li style=""text-align: justify;"">Sấy khô ở nhiệt độ thấp</li><li style=""text-align: justify;"">Ủi ở nhiệt độ thấp</li><li style=""text-align: justify;"">Không phơi trực tiếp dưới ánh nắng mặt trời</li></ul><p style=""text-align: justify;""><strong>Thông tin thương hiệu</strong></p><p style=""text-align: justify;"">H:CONNECT là nhãn hàng thời trang hướng đến sự hiện đại, dành cho những ai mong muốn thể hiện cá tính riêng của bản thân, có lòng đam mê với thời trang và đặc biệt yêu thích phong cách thời trang Hàn Quốc. H:CONNECT là một nhãn hiệu đương đại toàn cầu với sự kết nối chặt chẽ giữa phong cách thời trang đặc sắc và hiện đại. H:CONNECT hứa hẹn sẽ mang đến những sản phẩm chất lượng cao, theo sát xu hướng thời trang thế giới, phù hợp nhu cầu thiết yếu và bán với mức giá phải chăng. H:CONNECT được các ngôi sao K-Pop hàng đầu ưa chuộng như Girl's Generation, U-EE, BoA, F(X) và Shinee; đồng thời, trở thành điểm đến cho các tín đồ thời trang yêu thích sự thanh lịch, hiện đại.</p>",99000,0,https://media-ak.static-adayroi.com/762_1100/90/h26/h35/16318349705246.jpg,https://www.adayroi.com/ao-thun-h-connect-co-tron-xe-khong-tay-mau-hong-cam-p-1652658?offer=1652658_153106
47,Áo thun nữ tay ngắn Vicci màu đỏ,"<ul><li>Chất liệu vải Cotton</li><li>Áo tay cổ tròn, tay ngắn</li><li>Xuất xứ: Việt Nam</li></ul>","<p>Áo thun nữ tay ngắn Vicci màu đỏ được may từ chất liệu vải Cotton mềm, thoáng mát, kiểu dáng basic đơn giản, mang lại sự trẻ trung, năng động cho phái đẹp.</p><p>Hướng dẫn bảo quản</p><ul><li>Giặt ở nhiệt độ tối đa 30ºC</li><li>Không vắt xoắn</li><li>Phơi bằng móc</li><li>Ủi ở nhiệt độ tối đa 110ºC</li><li>Không được tẩy</li><li>Không phơi trực tiếp dưới ánh nắng gắt</li></ul><p>Thông tin thương hiệu </p><p>Vicci là thương hiệu thời trang chuyên thiết kế và sản xuất các sản phẩm thời trang nam nữ. Với chất lượng cao cùng mẫu mã đa dạng, thời trang Vicci đang ngày càng có chỗ đứng vững chắc trên thị thường Việt Nam. Vicci cam kết không ngừng sáng tạo, đi trước đón đầu, đáp ứng nhu cầu thị trường và làm hài lòng khách hàng.</p>",129000,69000,https://media-ak.static-adayroi.com/762_1100/90/h50/h53/15592831746078.jpg,https://www.adayroi.com/ao-thun-nu-tay-ngan-vicci-mau-do-p-445905?offer=445905_M6J
48,Áo kiểu H:CONNECT cổ V viền ren tay lửng màu trắng phối sọc đen,"<ul><li style=""text-align: justify;"">Chất liệu vải Cotton mềm mại, bền đẹp</li><li style=""text-align: justify;"">Kiểu dáng cổ V, tay lửng</li><li style=""text-align: justify;"">Phối viền ren cổ và tay tạo điểm nhấn</li><li style=""text-align: justify;"">Dáng suông nhẹ, lai bầu</li><li style=""text-align: justify;"">Đường may chắc chắn, tỉ mỉ</li><li style=""text-align: justify;"">Xuất xứ: Hàn Quốc</li></ul>","<p style=""text-align: justify;""><strong>Áo kiểu H:CONNECT cổ V viền ren tay lửng màu trắng phối sọc đen</strong><strong> </strong>với thiết kế kiểu dáng và gam màu thời trang, mang đến cho bạn nữ sự trẻ trung, sành điệu cũng như dễ dàng phối cùng các trang phục. Bên cạnh đó, áo được may từ chất liệu vải Cotton mềm mại, đường may chắc chắn, tỉ mỉ không chỉ đem lại sự thoải mái và dễ chịu khi mặc mà còn giúp sản phẩm có độ bền cao.</p><p style=""text-align: justify;""><strong>Hướng dẫn bảo quản</strong>  </p><ul><li style=""text-align: justify;"">Giặt máy ở chế độ nhẹ, ưu tiên giặt tay, nước không quá 30 độ C</li><li style=""text-align: justify;"">Không tẩy</li><li style=""text-align: justify;"">Sấy khô ở nhiệt độ thấp</li><li style=""text-align: justify;"">Ủi ở nhiệt độ thấp</li><li style=""text-align: justify;"">Không phơi trực tiếp dưới ánh nắng mặt trời</li></ul><p style=""text-align: justify;""><strong>Thông tin thương hiệu</strong></p><p style=""text-align: justify;"">H:CONNECT là nhãn hàng thời trang hướng đến sự hiện đại, dành cho những ai mong muốn thể hiện cá tính riêng của bản thân, có lòng đam mê với thời trang và đặc biệt yêu thích phong cách thời trang Hàn Quốc. H:CONNECT là một nhãn hiệu đương đại toàn cầu với sự kết nối chặt chẽ giữa phong cách thời trang đặc sắc và hiện đại. H:CONNECT hứa hẹn sẽ mang đến những sản phẩm chất lượng cao, theo sát xu hướng thời trang thế giới, phù hợp nhu cầu thiết yếu và bán với mức giá phải chăng. H:CONNECT được các ngôi sao K-Pop hàng đầu ưa chuộng như Girl's Generation, U-EE, BoA, F(X) và Shinee; đồng thời, trở thành điểm đến cho các tín đồ thời trang yêu thích sự thanh lịch, hiện đại.</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/h55/hc6/16315147091998.jpg,https://www.adayroi.com/ao-kieu-h-connect-co-v-vien-ren-tay-lung-mau-trang-phoi-soc-den-p-1649762?offer=1649762_153106
49,Áo kiểu Mango 13013725 tay dài loe màu đỏ,"<ul><li>Thành phần: 93% Viscose, 7% Elastane</li><li>Thiết kế đơn giản với cổ tròn, tay dài loe</li><li>Phối viền bèo nữ tính </li><li>100% hàng chính hãng, sản xuất tại nước thứ 3</li></ul>","<p><strong>Hướng dẫn bảo quản</strong></p><ul><li>Giặt máy ở nhiệt độ tối đa 30 độ C </li><li>Không được tẩy </li><li>Ủi ở nhiệt độ tối đa 110 độ C </li><li>Không được giặt khô </li><li>Không được sấy khô </li></ul><p><strong>Thông tin thương hiệu</strong></p><p>Thương hiệu Mango được hai anh em Isak Andic và Nahman Andic thành lập vào năm 1984 với cửa hàng đầu tiên đặt tại Barcelona’s Paseo de Gracia, Tây Ban Nha. Năm 1992, Mango có 100 cửa hiệu tại Tây Ban Nha và khai trương 2 cửa hiệu đầu tiên tại Bồ Đào Nha. Năm 1995, thương hiệu lần đầu tiên ra mắt website online và hệ thống bán quần áo trực tuyến. Đến năm 1997, Mango có cửa hàng tại kinh đô thời trang Paris, Pháp. Hiện tại, Mango có tổng cộng 12,200 nhân viên với hơn 2000 cửa hiệu trên toàn thế giới. Chính thức du nhập vào Việt Nam năm 2004, Mango nhanh chóng mang đến làn gió mới với xu hướng thời trang năng động, hiện đại và cá tính. Đây là thương hiệu tầm trung rất được yêu thích. Ngoài quần áo, giày dép, nước hoa… Mango còn phát triển dòng sản phẩm phụ kiện thời trang như túi xách, ví, kính mát, đồng hồ…</p>",299000,0,https://media-ak.static-adayroi.com/762_1100/90/h59/h36/12532528447518.jpg,https://www.adayroi.com/ao-kieu-mango-13013725-tay-dai-loe-mau-do-p-PRI1266632?offer=PRI1266632_SNG
